"BehaviorSpace results (NetLogo 6.1.1)"
"epiDEM COV_v1.3_subdeteccion.nlogo"
"experiment deteccion 10 80"
"03/15/2020 22:48:21:343 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-30","30","-25","25"
,"15","16","9","6","20","27","7","6","2","0","10","4"
,"13","14","9","6","20","27","7","6","2","0","10","4"
,"14","14","9","6","19","25","7","6","2","0","10","4"
,"14","14","9","6","21","25","7","6","2","0","10","4"
,"15","16","9","6","20","24","7","6","1","0","10","4"
,"14","16","9","7","21","23","7","6","1","0","10","4"
,"13","16","9","7","20","23","7","6","1","0","10","4"
,"13","17","9","7","22","22","7","6","1","0","10","4"
,"13","17","9","7","24","19","7","6","1","0","10","4"
,"14","16","9","7","28","17","7","6","1","0","10","4"
,"13","15","9","7","29","16","7","6","1","0","10","4"
,"13","15","9","7","31","16","7","6","1","0","10","4"
,"13","15","9","7","30","16","7","6","1","0","10","4"
,"13","14","9","7","29","16","7","6","1","0","10","4"
,"13","14","9","7","30","16","7","6","1","0","10","4"
,"13","16","9","7","32","16","7","6","2","0","10","4"
,"12","16","9","7","34","13","7","6","2","0","10","4"
,"11","17","9","7","33","12","7","6","2","0","10","4"
,"11","17","9","7","32","11","7","6","2","0","10","4"
,"11","18","9","7","32","11","7","6","3","0","10","4"
,"11","18","9","7","29","8","7","6","3","0","10","4"
,"12","17","9","7","30","7","7","6","3","0","10","4"
,"11","16","9","7","27","7","7","6","2","0","10","4"
,"11","13","9","7","26","7","7","6","2","0","10","4"
,"11","11","9","7","24","6","8","6","2","0","10","4"
,"11","11","9","7","24","7","8","6","2","0","10","4"
,"11","11","9","7","25","7","8","6","2","0","10","4"
,"11","12","9","7","24","7","8","6","2","0","10","4"
,"10","11","9","7","24","7","8","6","2","0","10","4"
,"7","10","9","7","25","6","8","6","2","0","10","4"
,"7","11","9","7","25","6","8","6","2","0","10","4"
,"7","11","9","7","24","6","8","6","2","0","10","4"
,"6","11","9","7","25","6","8","6","2","0","10","4"
,"6","13","9","7","25","6","8","6","0","0","10","4"
,"5","12","9","7","26","6","8","6",,,,
,"4","12","9","7","27","6","8","6",,,,
,"3","11","9","7","26","5","8","6",,,,
,"3","11","9","7","26","3","8","6",,,,
,"3","12","9","7","25","2","8","6",,,,
,"3","11","9","7","26","2","8","6",,,,
,"3","12","9","7","25","2","8","6",,,,
,"4","12","9","7","23","3","8","6",,,,
,"3","13","10","7","22","3","8","6",,,,
,"3","13","10","7","20","3","8","6",,,,
,"3","12","10","7","18","3","8","6",,,,
,"2","12","10","7","20","3","8","6",,,,
,"2","13","10","7","20","3","8","6",,,,
,"2","13","10","7","22","2","8","7",,,,
,"2","13","10","7","23","1","8","7",,,,
,"2","12","10","7","23","1","8","7",,,,
,"2","12","10","7","23","1","8","7",,,,
,"2","12","10","7","23","1","8","7",,,,
,"2","12","10","7","21","1","9","7",,,,
,"2","11","10","7","21","1","9","7",,,,
,"2","11","10","7","20","1","9","7",,,,
,"2","12","10","7","21","1","9","7",,,,
,"2","12","10","7","24","1","9","7",,,,
,"1","12","10","7","23","1","9","7",,,,
,"1","13","10","7","23","1","9","7",,,,
,"1","15","10","7","23","1","9","7",,,,
,"1","14","10","7","22","1","9","7",,,,
,"1","13","10","7","23","1","9","7",,,,
,"1","14","10","7","23","1","9","7",,,,
,"1","14","10","7","23","1","9","7",,,,
,"1","14","10","7","24","1","9","7",,,,
,"1","13","10","7","23","1","9","7",,,,
,"1","11","10","7","23","1","9","7",,,,
,"1","10","10","7","23","1","9","7",,,,
,"1","10","10","7","23","1","9","7",,,,
,"1","10","10","7","22","1","9","7",,,,
,"1","10","10","7","22","1","9","7",,,,
,"0","9","10","7","22","1","9","7",,,,
,"0","9","10","7","22","1","9","7",,,,
,"0","8","10","7","18","1","9","7",,,,
,"0","7","10","7","20","1","9","7",,,,
,"0","7","10","7","21","1","9","7",,,,
,"0","7","10","7","22","0","9","7",,,,
,"0","7","10","7","21","0","9","7",,,,
,"0","7","10","7","23","0","9","7",,,,
,"0","7","10","7","24","0","9","7",,,,
,"0","7","10","7","24","0","9","7",,,,
,"0","7","10","7","23","0","9","7",,,,
,"0","7","10","7","22","0","9","7",,,,
,"0","6","10","7","23","0","9","7",,,,
,"0","6","10","7","21","0","9","7",,,,
,"0","5","10","7","20","0","9","7",,,,
,"0","5","10","7","22","0","9","7",,,,
,"0","4","10","7","22","0","9","7",,,,
,"0","4","10","7","21","0","9","7",,,,
,"0","4","10","7","19","0","9","7",,,,
,"0","4","10","7","18","0","9","7",,,,
,"0","3","10","7","18","0","9","7",,,,
,"0","3","10","7","17","0","9","7",,,,
,"0","3","10","7","15","0","9","7",,,,
,"0","3","10","7","16","0","9","7",,,,
,"0","4","10","7","16","0","9","7",,,,
,"0","4","10","7","15","0","9","7",,,,
,"0","4","10","7","15","0","9","7",,,,
,"0","4","10","7","14","0","9","7",,,,
,"0","4","10","7","13","0","9","7",,,,
,"0","2","10","7","13","0","9","7",,,,
,"0","2","10","7","13","0","9","7",,,,
,"0","2","10","7","12","0","9","7",,,,
,"0","2","10","7","12","0","9","7",,,,
,"0","2","10","7","12","0","9","7",,,,
,"0","2","10","7","11","0","9","7",,,,
,"0","1","10","7","11","0","9","7",,,,
,"0","1","10","7","11","0","9","7",,,,
,"0","1","10","7","11","0","9","7",,,,
,"0","1","10","7","11","0","9","7",,,,
,"0","1","10","7","11","0","9","7",,,,
,"0","1","10","7","10","0","9","7",,,,
,"0","1","10","7","9","0","9","7",,,,
,"0","1","10","7","7","0","9","7",,,,
,"0","1","10","7","7","0","9","7",,,,
,"0","1","10","7","7","0","9","7",,,,
,"0","1","10","7","7","0","9","7",,,,
,"0","1","10","7","9","0","9","7",,,,
,"0","1","10","7","9","0","9","7",,,,
